"Species";"Table";"Phylum";"Note"
"Athanas nitescens";"Bottom Fauna";"Arthropoda";
"Atylus falcatus";"Bottom Fauna";"Arthropoda";
"Atylus swammerdami";"Bottom Fauna";"Arthropoda";
"Atylus vedlomensis";"Bottom Fauna";"Arthropoda";
"Baetis rhodani";"Bottom Fauna";"Arthropoda";
"Baetis sp.";"Bottom Fauna";"Arthropoda";
"Balanidae indet.";"Bottom Fauna";"Arthropoda";
"Balanomorpha indet.";"Bottom Fauna";"Arthropoda";
"Balanus balanoides";"Bottom Fauna";"Arthropoda";
"Balanus balanus";"Bottom Fauna";"Arthropoda";
"Balanus crenatus";"Bottom Fauna";"Arthropoda";
"Balanus improvisus";"Bottom Fauna";"Arthropoda";
"Balanus sp.";"Bottom Fauna";"Arthropoda";
"Bathyporeia elegans";"Bottom Fauna";"Arthropoda";
"Bathyporeia gracilis";"Bottom Fauna";"Arthropoda";
"Bathyporeia guilliamsoniana";"Bottom Fauna";"Arthropoda";
"Bathyporeia pelagica";"Bottom Fauna";"Arthropoda";
"Bathyporeia pilosa";"Bottom Fauna";"Arthropoda";
"Bathyporeia sarsi";"Bottom Fauna";"Arthropoda";
"Bathyporeia sp.";"Bottom Fauna";"Arthropoda";
"Bathyporeia tenuipes";"Bottom Fauna";"Arthropoda";
"Bodotria pulchella";"Bottom Fauna";"Arthropoda";
"Bodotria scorpioides";"Bottom Fauna";"Arthropoda";
"Brachycera indet.";"Bottom Fauna";"Arthropoda";
"Brachydiastylis resima";"Bottom Fauna";"Arthropoda";
"Brachyptera risi";"Bottom Fauna";"Arthropoda";
"Brachyura indet.";"Bottom Fauna";"Arthropoda";
"Byblis gaimardi";"Bottom Fauna";"Arthropoda";
"Caenis rivulorum";"Bottom Fauna";"Arthropoda";
"Calanus finmarchicus";"Bottom Fauna";"Arthropoda";
"CALLIANASSA";"Bottom Fauna";"Arthropoda";
"Callianassa tyrrhena";"Bottom Fauna";"Arthropoda";
"CALLIANASSIDAE";"Bottom Fauna";"Arthropoda";
"Callinassa subterranea";"Bottom Fauna";"Arthropoda";
"Calliopius laeviusculus";"Bottom Fauna";"Arthropoda";
"Calliopius sp.";"Bottom Fauna";"Arthropoda";
"Calocaris macandreae";"Bottom Fauna";"Arthropoda";
"Campylaspis glabra";"Bottom Fauna";"Arthropoda";
"Campylaspis rubicunda";"Bottom Fauna";"Arthropoda";
"Cancer pagurus";"Bottom Fauna";"Arthropoda";
"Candona neglecta";"Bottom Fauna";"Arthropoda";
"Candona sp.";"Bottom Fauna";"Arthropoda";
"Caprella linearis";"Bottom Fauna";"Arthropoda";
"Caprella loveni";"Bottom Fauna";"Arthropoda";
"Caprella microtuberculata";"Bottom Fauna";"Arthropoda";
"Caprella punctata";"Bottom Fauna";"Arthropoda";
"Caprella septentrionalis";"Bottom Fauna";"Arthropoda";
"Caprella sp.";"Bottom Fauna";"Arthropoda";
"Caprellidae indet.";"Bottom Fauna";"Arthropoda";
"Carcinus maenas";"Bottom Fauna";"Arthropoda";
"Caridea indet.";"Bottom Fauna";"Arthropoda";
"Centropages hamatus";"Bottom Fauna";"Arthropoda";
"Centroptilum luteolum";"Bottom Fauna";"Arthropoda";
"Ceratopogonidae indet.";"Bottom Fauna";"Arthropoda";
"Chaetogammarus marinus";"Bottom Fauna";"Arthropoda";
"Chaetogammarus stoerensis";"Bottom Fauna";"Arthropoda";
"Cheirocratus intermedius";"Bottom Fauna";"Arthropoda";
"Cheirocratus robustus";"Bottom Fauna";"Arthropoda";
"Cheirocratus sp.";"Bottom Fauna";"Arthropoda";
"Cheirocratus sundevalli";"Bottom Fauna";"Arthropoda";
"CHIROCEPHALIDAE";"Bottom Fauna";"Arthropoda";
"CHIRONOMIDAE";"Bottom Fauna";"Arthropoda";
"Chironomidae indet.";"Bottom Fauna";"Arthropoda";
"Chironominae indet.";"Bottom Fauna";"Arthropoda";
"Chironomini indet.";"Bottom Fauna";"Arthropoda";
"Chironomus aprilinus";"Bottom Fauna";"Arthropoda";
"Chironomus fluviatilis gr.";"Bottom Fauna";"Arthropoda";
"Chironomus plumosus gr.";"Bottom Fauna";"Arthropoda";
"Chironomus salinarius";"Bottom Fauna";"Arthropoda";
"Chironomus semireductus gr.";"Bottom Fauna";"Arthropoda";
"Chironomus sp.";"Bottom Fauna";"Arthropoda";
"Cirripedia indet.";"Bottom Fauna";"Arthropoda";
"CLADOTANYTARSUS";"Bottom Fauna";"Arthropoda";
"Cladotanytarsus lepidocalcar";"Bottom Fauna";"Arthropoda";
"Cladotanytarsus mancus";"Bottom Fauna";"Arthropoda";
"Cladotanytarsus sp.";"Bottom Fauna";"Arthropoda";
"Clunio balticus";"Bottom Fauna";"Arthropoda";
"Clunio marinus";"Bottom Fauna";"Arthropoda";
"Coleoptera indet.";"Bottom Fauna";"Arthropoda";
"Conchapelopia melanops";"Bottom Fauna";"Arthropoda";
"Copepoda indet.";"Bottom Fauna";"Arthropoda";
"Corophiidae indet.";"Bottom Fauna";"Arthropoda";
"Corophium acherusicum";"Bottom Fauna";"Arthropoda";
"Corophium affine";"Bottom Fauna";"Arthropoda";
"Corophium arenarium";"Bottom Fauna";"Arthropoda";
"Corophium bonelli";"Bottom Fauna";"Arthropoda";
"Corophium crassicorne";"Bottom Fauna";"Arthropoda";
"Corophium insidiosum";"Bottom Fauna";"Arthropoda";
"Corophium lacustre";"Bottom Fauna";"Arthropoda";
"Corophium multisetosum";"Bottom Fauna";"Arthropoda";
"Corophium sp.";"Bottom Fauna";"Arthropoda";
"Corophium volutator";"Bottom Fauna";"Arthropoda";
"Corystes cassivelaunus";"Bottom Fauna";"Arthropoda";
"Crangon allmani";"Bottom Fauna";"Arthropoda";
"Crangon crangon";"Bottom Fauna";"Arthropoda";
"Crangon sp.";"Bottom Fauna";"Arthropoda";
"CRANGONIDAE";"Bottom Fauna";"Arthropoda";
"Crangonidae indet.";"Bottom Fauna";"Arthropoda";
"Cricotopus sp.";"Bottom Fauna";"Arthropoda";
"CRUSTACEA";"Bottom Fauna";"Arthropoda";
"Crustacea indet.";"Bottom Fauna";"Arthropoda";
"Cryptochironomus sp.";"Bottom Fauna";"Arthropoda";
"Cumacea indet.";"Bottom Fauna";"Arthropoda";
"Cumella pygmaea";"Bottom Fauna";"Arthropoda";
"Cumopsis goodsiri";"Bottom Fauna";"Arthropoda";
"Cyathura carinata";"Bottom Fauna";"Arthropoda";
"Cyclopoida indet.";"Bottom Fauna";"Arthropoda";
"Cyclops strenuus";"Bottom Fauna";"Arthropoda";
"Cyclops vicinus";"Bottom Fauna";"Arthropoda";
"Cyprideis torosa";"Bottom Fauna";"Arthropoda";
"Daphnia hyalina";"Bottom Fauna";"Arthropoda";
"Daphnia longispina";"Bottom Fauna";"Arthropoda";
"Decapoda indet.";"Bottom Fauna";"Arthropoda";
"Demicryptochironomus vulneratus";"Bottom Fauna";"Arthropoda";
"Desmosoma sp.";"Bottom Fauna";"Arthropoda";
"Dexamine spinosa";"Bottom Fauna";"Arthropoda";
"Diamesinae indet.";"Bottom Fauna";"Arthropoda";
"Diastylis boecki";"Bottom Fauna";"Arthropoda";
"Diastylis bradyi";"Bottom Fauna";"Arthropoda";
"Diastylis cornuta";"Bottom Fauna";"Arthropoda";
"Diastylis goodsiri";"Bottom Fauna";"Arthropoda";
"Diastylis laevis";"Bottom Fauna";"Arthropoda";
"Diastylis lucifera";"Bottom Fauna";"Arthropoda";
"Diastylis rathkei";"Bottom Fauna";"Arthropoda";
"Diastylis rugosa";"Bottom Fauna";"Arthropoda";
"Diastylis sp.";"Bottom Fauna";"Arthropoda";
"Diastylis tumida";"Bottom Fauna";"Arthropoda";
"Diastyloides biplicata";"Bottom Fauna";"Arthropoda";
"Diastyloides serrata";"Bottom Fauna";"Arthropoda";
"Dicranota sp.";"Bottom Fauna";"Arthropoda";
"Diplocladius cultriger";"Bottom Fauna";"Arthropoda";
"Diptera indet.";"Bottom Fauna";"Arthropoda";
"Dulichia falcata";"Bottom Fauna";"Arthropoda";
"Dulichia monacantha";"Bottom Fauna";"Arthropoda";
"Dulichia nordlandica";"Bottom Fauna";"Arthropoda";
"Dulichia porrecta";"Bottom Fauna";"Arthropoda";
"Dulichia sp.";"Bottom Fauna";"Arthropoda";
"Dyopedos monacanthus";"Bottom Fauna";"Arthropoda";
"Dyopedos porrectus";"Bottom Fauna";"Arthropoda";
"Dyopedos sp.";"Bottom Fauna";"Arthropoda";
"Ebalia tuberosa";"Bottom Fauna";"Arthropoda";
"Ebalia tumefacta";"Bottom Fauna";"Arthropoda";
"Echinocythereis echinata";"Bottom Fauna";"Arthropoda";
"Echinozone coronata";"Bottom Fauna";"Arthropoda";
"Einfeldia insolita gr.";"Bottom Fauna";"Arthropoda";
"Einfeldia pagana gr.";"Bottom Fauna";"Arthropoda";
"Elmis aenea";"Bottom Fauna";"Arthropoda";
"Elophila nymphaeata";"Bottom Fauna";"Arthropoda";
"Endochironomus albipennis";"Bottom Fauna";"Arthropoda";
"Endochironomus albipennis gr.";"Bottom Fauna";"Arthropoda";
"Endochironomus sp.";"Bottom Fauna";"Arthropoda";
"Endochironomus tendens gr.";"Bottom Fauna";"Arthropoda";
"Enochrus sp.";"Bottom Fauna";"Arthropoda";
"Ephydra riparia";"Bottom Fauna";"Arthropoda";
"Ephydridae indet.";"Bottom Fauna";"Arthropoda";
"Epicaridea indet.";"Bottom Fauna";"Arthropoda";
"Ericthonius brasiliensis";"Bottom Fauna";"Arthropoda";
"Ericthonius difformis";"Bottom Fauna";"Arthropoda";
"Ericthonius hunteri";"Bottom Fauna";"Arthropoda";
"Ericthonius sp.";"Bottom Fauna";"Arthropoda";
"Eriopisa elongata";"Bottom Fauna";"Arthropoda";
"Erythrops elegans";"Bottom Fauna";"Arthropoda";
"Erythrops erythrophthalma";"Bottom Fauna";"Arthropoda";
"Erythrops serrata";"Bottom Fauna";"Arthropoda";
"EUALUS";"Bottom Fauna";"Arthropoda";
"Eudorella emarginata";"Bottom Fauna";"Arthropoda";
"Eudorella hirsuta";"Bottom Fauna";"Arthropoda";
"Eudorella sp.";"Bottom Fauna";"Arthropoda";
"Eudorella truncatula";"Bottom Fauna";"Arthropoda";
"Eudorellopsis deformis";"Bottom Fauna";"Arthropoda";
"Eurycope mutica";"Bottom Fauna";"Arthropoda";
"Eurydice inermis";"Bottom Fauna";"Arthropoda";
"Eurydice pulchra";"Bottom Fauna";"Arthropoda";
"EURYNOME";"Bottom Fauna";"Arthropoda";
"Eurynome aspera";"Bottom Fauna";"Arthropoda";
"Eurynome spinosa";"Bottom Fauna";"Arthropoda";
"Eurysteus maculatus";"Bottom Fauna";"Arthropoda";
"Eurysteus melanops";"Bottom Fauna";"Arthropoda";
"Eurysteus palmatus";"Bottom Fauna";"Arthropoda";
"Eurysteus sp.";"Bottom Fauna";"Arthropoda";
"Eurytemora hirundoides";"Bottom Fauna";"Arthropoda";
"Eusimulium angustipes";"Bottom Fauna";"Arthropoda";
"EUSIRUS";"Bottom Fauna";"Arthropoda";
"Fleuria lacustris";"Bottom Fauna";"Arthropoda";
"Galathea intermedia";"Bottom Fauna";"Arthropoda";
"Galatheidae indet.";"Bottom Fauna";"Arthropoda";
"Gammarellus homari";"Bottom Fauna";"Arthropoda";
"GAMMARIDAE";"Bottom Fauna";"Arthropoda";
"Gammaridae indet.";"Bottom Fauna";"Arthropoda";
"Gammaridea indet.";"Bottom Fauna";"Arthropoda";
"Gammarus duebeni";"Bottom Fauna";"Arthropoda";
"Gammarus inaequicauda";"Bottom Fauna";"Arthropoda";
"Gammarus locusta";"Bottom Fauna";"Arthropoda";
"Gammarus oceanicus";"Bottom Fauna";"Arthropoda";
"Gammarus salinus";"Bottom Fauna";"Arthropoda";
"Gammarus sp.";"Bottom Fauna";"Arthropoda";
"Gammarus tigrinus";"Bottom Fauna";"Arthropoda";
"Gammarus zaddachi";"Bottom Fauna";"Arthropoda";
"Gastrosaccus sp.";"Bottom Fauna";"Arthropoda";
"Gastrosaccus spinifer";"Bottom Fauna";"Arthropoda";
"Gitana sarsii";"Bottom Fauna";"Arthropoda";
"Glyptotendipes barbipes";"Bottom Fauna";"Arthropoda";
"Glyptotendipes paripes";"Bottom Fauna";"Arthropoda";
"Glyptotendipes sp.";"Bottom Fauna";"Arthropoda";
"Gnathia oxyurea";"Bottom Fauna";"Arthropoda";
"Gnathia sp.";"Bottom Fauna";"Arthropoda";
"Gyge branchialis";"Bottom Fauna";"Arthropoda";
"HALACARIDAE";"Bottom Fauna";"Arthropoda";
"Halacaridae indet.";"Bottom Fauna";"Arthropoda";
"Halicreion aequicornis";"Bottom Fauna";"Arthropoda";
"Haliplus sp.";"Bottom Fauna";"Arthropoda";
"Halocladius sp.";"Bottom Fauna";"Arthropoda";
"Halocladius variabilis";"Bottom Fauna";"Arthropoda";
"Halocladius varians";"Bottom Fauna";"Arthropoda";
"Haploops tenuis";"Bottom Fauna";"Arthropoda";
"Haploops tubicola";"Bottom Fauna";"Arthropoda";
"HARPACTICOIDA";"Bottom Fauna";"Arthropoda";
"Harpacticoida indet.";"Bottom Fauna";"Arthropoda";
"Harpacticus sp.";"Bottom Fauna";"Arthropoda";
"Harpinia antennaria";"Bottom Fauna";"Arthropoda";
"Harpinia crenulata";"Bottom Fauna";"Arthropoda";
"Harpinia laevis";"Bottom Fauna";"Arthropoda";
"Harpinia pectinata";"Bottom Fauna";"Arthropoda";
"Harpinia serrata";"Bottom Fauna";"Arthropoda";
"Harpinia sp.";"Bottom Fauna";"Arthropoda";
"Haustorius arenarius";"Bottom Fauna";"Arthropoda";
"Helophorus aequalis";"Bottom Fauna";"Arthropoda";
"Hemilamprops rosea";"Bottom Fauna";"Arthropoda";
"Hemilamprops sp.";"Bottom Fauna";"Arthropoda";
"Heteromysis formosa";"Bottom Fauna";"Arthropoda";
"Heterotanais oerstedii";"Bottom Fauna";"Arthropoda";
"Heterotanais sp.";"Bottom Fauna";"Arthropoda";
"Heterotanytarsus apicalis";"Bottom Fauna";"Arthropoda";
"Hexatominae indet.";"Bottom Fauna";"Arthropoda";
"Hippolytidae indet.";"Bottom Fauna";"Arthropoda";
"Hippomedon denticulatus";"Bottom Fauna";"Arthropoda";
"Hippomedon propinquus";"Bottom Fauna";"Arthropoda";
"Hyas araneus";"Bottom Fauna";"Arthropoda";
"HYDRACARINA I, Vandmider";"Bottom Fauna";"Arthropoda";
"Hydracarina indet.";"Bottom Fauna";"Arthropoda";
"Hydrobius sp.";"Bottom Fauna";"Arthropoda";
"Hydropsyche contubernalis";"Bottom Fauna";"Arthropoda";
"Hyperia galba";"Bottom Fauna";"Arthropoda";
"Hyperia sp.";"Bottom Fauna";"Arthropoda";
"Ibisia marginata";"Bottom Fauna";"Arthropoda";
"Idotea balthica";"Bottom Fauna";"Arthropoda";
"Idotea chelipes";"Bottom Fauna";"Arthropoda";
"Idotea granulosa";"Bottom Fauna";"Arthropoda";
"Idotea neglecta";"Bottom Fauna";"Arthropoda";
"Idotea pelagica";"Bottom Fauna";"Arthropoda";
"Idotea sp.";"Bottom Fauna";"Arthropoda";
"Idotea viridis";"Bottom Fauna";"Arthropoda";
"Ilyocryptus sordidus";"Bottom Fauna";"Arthropoda";
"Inachus dorsettensis";"Bottom Fauna";"Arthropoda";
"Insecta indet.";"Bottom Fauna";"Arthropoda";
"IPHINOE";"Bottom Fauna";"Arthropoda";
"Iphinoe serrata";"Bottom Fauna";"Arthropoda";
"Iphinoe sp.";"Bottom Fauna";"Arthropoda";
"Iphinoe trispinosa";"Bottom Fauna";"Arthropoda";
"Isaeidae indet.";"Bottom Fauna";"Arthropoda";
"Ischyroceridae indet.";"Bottom Fauna";"Arthropoda";
"Ischyrocerus anguipes";"Bottom Fauna";"Arthropoda";
"Ischyrocerus megacheir";"Bottom Fauna";"Arthropoda";
"Ischyrocerus sp.";"Bottom Fauna";"Arthropoda";
"ISOPODA";"Bottom Fauna";"Arthropoda";
"Isopoda indet.";"Bottom Fauna";"Arthropoda";
"Jaera albifrons";"Bottom Fauna";"Arthropoda";
"Jaera ischiosetosa";"Bottom Fauna";"Arthropoda";
"Jaera praehirsuta";"Bottom Fauna";"Arthropoda";
"Jaera sp.";"Bottom Fauna";"Arthropoda";
"Janira maculosa";"Bottom Fauna";"Arthropoda";
"Jassa falcata";"Bottom Fauna";"Arthropoda";
"Jassa pusilla";"Bottom Fauna";"Arthropoda";
"Jassa sp.";"Bottom Fauna";"Arthropoda";
"Laetmatophilus armatus";"Bottom Fauna";"Arthropoda";
"Lamprops fasciata";"Bottom Fauna";"Arthropoda";
"Lembos longipes";"Bottom Fauna";"Arthropoda";
"Lembos websteri";"Bottom Fauna";"Arthropoda";
"Lepidepecreum longicorne";"Bottom Fauna";"Arthropoda";
"Lepidoptera indet.";"Bottom Fauna";"Arthropoda";
"LEPTOCHEIRUS";"Bottom Fauna";"Arthropoda";
"Leptocheirus hirsutimanus";"Bottom Fauna";"Arthropoda";
"LEPTOGNATHIA";"Bottom Fauna";"Arthropoda";
"Leptognathia brevimana";"Bottom Fauna";"Arthropoda";
"Leptognathia breviremis";"Bottom Fauna";"Arthropoda";
"Leptognathia filiformis";"Bottom Fauna";"Arthropoda";
"Leptognathia gracilis";"Bottom Fauna";"Arthropoda";
"Leptognathia longiremis";"Bottom Fauna";"Arthropoda";
"LEPTOGNATHIIDAE";"Bottom Fauna";"Arthropoda";
"Leptophoxus falcatus";"Bottom Fauna";"Arthropoda";
"Leptostylis longimana";"Bottom Fauna";"Arthropoda";
"Leucon acutirostris";"Bottom Fauna";"Arthropoda";
"Leucon fulvus";"Bottom Fauna";"Arthropoda";
"Leucon nasica";"Bottom Fauna";"Arthropoda";
"Leucon nasicoides";"Bottom Fauna";"Arthropoda";
"Leucon sp.";"Bottom Fauna";"Arthropoda";
"Leucothoe incisa";"Bottom Fauna";"Arthropoda";
"Leucothoe lilljeborgi";"Bottom Fauna";"Arthropoda";
"Leucothoe spinicarpa";"Bottom Fauna";"Arthropoda";
"LILJEBORGIIDAE";"Bottom Fauna";"Arthropoda";
"Lilljeborgia brevicornis";"Bottom Fauna";"Arthropoda";
"Limnoria lignorum";"Bottom Fauna";"Arthropoda";
"Liocarcinus arcuatus";"Bottom Fauna";"Arthropoda";
"Liocarcinus depurator";"Bottom Fauna";"Arthropoda";
"Liocarcinus holsatus";"Bottom Fauna";"Arthropoda";
"Liocarcinus pusillus";"Bottom Fauna";"Arthropoda";
"Liocarcinus sp.";"Bottom Fauna";"Arthropoda";
"LYSIANASSIDAE";"Bottom Fauna";"Arthropoda";
"Lysianassidae indet.";"Bottom Fauna";"Arthropoda";
"Macropipus sp.";"Bottom Fauna";"Arthropoda";
"Macroplea mutica";"Bottom Fauna";"Arthropoda";
"Macropodia rostata";"Bottom Fauna";"Arthropoda";
"Maera loveni";"Bottom Fauna";"Arthropoda";
"Maera sp.";"Bottom Fauna";"Arthropoda";
"Majidae indet.";"Bottom Fauna";"Arthropoda";
"Megaluropus agilis";"Bottom Fauna";"Arthropoda";
"Megamphopus cornutus";"Bottom Fauna";"Arthropoda";
"Meganyctiphanes norvegica";"Bottom Fauna";"Arthropoda";
"Melita dentata";"Bottom Fauna";"Arthropoda";
"Melita obtusata";"Bottom Fauna";"Arthropoda";
"Melita palmata";"Bottom Fauna";"Arthropoda";
"Melita pellucida";"Bottom Fauna";"Arthropoda";
"Melitidae indet.";"Bottom Fauna";"Arthropoda";
"MELPHIDIPPA";"Bottom Fauna";"Arthropoda";
"Melphidippella macra";"Bottom Fauna";"Arthropoda";
"Mesopodopsis slabberi";"Bottom Fauna";"Arthropoda";
"Metopa borealis";"Bottom Fauna";"Arthropoda";
"Metopa pusilla";"Bottom Fauna";"Arthropoda";
"Metopa rubrovittata";"Bottom Fauna";"Arthropoda";
"Metopa sp.";"Bottom Fauna";"Arthropoda";
"Metopella nasuta";"Bottom Fauna";"Arthropoda";
"Michteimysis mixta";"Bottom Fauna";"Arthropoda";
"Microchironomus sp.";"Bottom Fauna";"Arthropoda";
"Microchironomus tener";"Bottom Fauna";"Arthropoda";
"Microdeutopus anomalus";"Bottom Fauna";"Arthropoda";
"Microdeutopus damnoniensis";"Bottom Fauna";"Arthropoda";
"Microdeutopus gryllotalpa";"Bottom Fauna";"Arthropoda";
"Microdeutopus sp.";"Bottom Fauna";"Arthropoda";
"Micronecta sp.";"Bottom Fauna";"Arthropoda";
"Microprotopus maculatus";"Bottom Fauna";"Arthropoda";
"Micropsectra sp.";"Bottom Fauna";"Arthropoda";
"Microtendipes sp.";"Bottom Fauna";"Arthropoda";
"Monoculodes carinatus";"Bottom Fauna";"Arthropoda";
"Monoculodes packardi";"Bottom Fauna";"Arthropoda";
"Monoculodes sp.";"Bottom Fauna";"Arthropoda";
"Monoculopsis longicornis";"Bottom Fauna";"Arthropoda";
"Munna limicola";"Bottom Fauna";"Arthropoda";
"Munna minuta";"Bottom Fauna";"Arthropoda";
"Mysidacea indet.";"Bottom Fauna";"Arthropoda";
"MYSIDACEA, Mysider, Kårer";"Bottom Fauna";"Arthropoda";
"MYSIDAE";"Bottom Fauna";"Arthropoda";
"Mysidae indet.";"Bottom Fauna";"Arthropoda";
"Mysidopsis didelphys";"Bottom Fauna";"Arthropoda";
"Mysis mixta";"Bottom Fauna";"Arthropoda";
"Mysis oculata";"Bottom Fauna";"Arthropoda";
"Mysis sp.";"Bottom Fauna";"Arthropoda";
"Natantia indet.";"Bottom Fauna";"Arthropoda";
"Natatolana borealis";"Bottom Fauna";"Arthropoda";
"Nebalia bipes";"Bottom Fauna";"Arthropoda";
"Nematocera indet.";"Bottom Fauna";"Arthropoda";
"Nemoura flexuosa";"Bottom Fauna";"Arthropoda";
"NEOMYSIS";"Bottom Fauna";"Arthropoda";
"Neomysis integer";"Bottom Fauna";"Arthropoda";
"Nephrops norvegicus";"Bottom Fauna";"Arthropoda";
"Notonecta maculata";"Bottom Fauna";"Arthropoda";
"Nymphon brevirostre";"Bottom Fauna";"Arthropoda";
"Nymphon gracile";"Bottom Fauna";"Arthropoda";
"Nymphon rubrum";"Bottom Fauna";"Arthropoda";
"Nymphon sp.";"Bottom Fauna";"Arthropoda";
"Nymphulinae indet.";"Bottom Fauna";"Arthropoda";
"Odonata indet.";"Bottom Fauna";"Arthropoda";
"Oecetis ochracea";"Bottom Fauna";"Arthropoda";
"Oecetis sp.";"Bottom Fauna";"Arthropoda";
"OEDICEROTIDAE";"Bottom Fauna";"Arthropoda";
"Oedicerotidae indet.";"Bottom Fauna";"Arthropoda";
"Oligoneuriella keffermuellerae";"Bottom Fauna";"Arthropoda";
"Onisimus plautus";"Bottom Fauna";"Arthropoda";
"ORCHOMENELLA";"Bottom Fauna";"Arthropoda";
"Orchomenella nana";"Bottom Fauna";"Arthropoda";
"Orthocladiinae indet.";"Bottom Fauna";"Arthropoda";
"Orthocladius sp.";"Bottom Fauna";"Arthropoda";
"Ostracoda indet.";"Bottom Fauna";"Arthropoda";
"OSTRACODA, Muslingekrebs";"Bottom Fauna";"Arthropoda";
"Othomaera othonis";"Bottom Fauna";"Arthropoda";
"Oulimnius sp.";"Bottom Fauna";"Arthropoda";
"Oulimnius tuberculatus";"Bottom Fauna";"Arthropoda";
"PAGURIDAE";"Bottom Fauna";"Arthropoda";
"Pagurus bernhardus";"Bottom Fauna";"Arthropoda";
"Pagurus cuanensis";"Bottom Fauna";"Arthropoda";
"Pagurus sp.";"Bottom Fauna";"Arthropoda";
"Palaemon adspersus";"Bottom Fauna";"Arthropoda";
"Palaemon elegans";"Bottom Fauna";"Arthropoda";
"Palaemon serratus";"Bottom Fauna";"Arthropoda";
"Palaemon sp.";"Bottom Fauna";"Arthropoda";
"Palaemonidae indet.";"Bottom Fauna";"Arthropoda";
"Palinurus elephas";"Bottom Fauna";"Arthropoda";
"Pallene brevirostris";"Bottom Fauna";"Arthropoda";
"PALLENIDAE";"Bottom Fauna";"Arthropoda";
"Pallenidae indet.";"Bottom Fauna";"Arthropoda";
"Pandalina brevirostris";"Bottom Fauna";"Arthropoda";
"Pandalus borealis";"Bottom Fauna";"Arthropoda";
"Paradulichia typica";"Bottom Fauna";"Arthropoda";
"Parajassa pelagica";"Bottom Fauna";"Arthropoda";
"Paramphilochoides intermedius";"Bottom Fauna";"Arthropoda";
"Parapleustes bicuspis";"Bottom Fauna";"Arthropoda";
"Paratanytarsus confusus";"Bottom Fauna";"Arthropoda";
"Paratanytarsus grimmii";"Bottom Fauna";"Arthropoda";
"Parathemisto abyssorum";"Bottom Fauna";"Arthropoda";
"Pardalisca sp.";"Bottom Fauna";"Arthropoda";
"Pardaliscella sp.";"Bottom Fauna";"Arthropoda";
"Parerythrops obesa";"Bottom Fauna";"Arthropoda";
"Pariambus typicus";"Bottom Fauna";"Arthropoda";
"Perioculodes longimanus";"Bottom Fauna";"Arthropoda";
"Petalosarsia declivis";"Bottom Fauna";"Arthropoda";
"Philocheras bispinosus";"Bottom Fauna";"Arthropoda";
"Philomedes globosus";"Bottom Fauna";"Arthropoda";
"Philomedes lilljeborgi";"Bottom Fauna";"Arthropoda";
"Photis longicaudata";"Bottom Fauna";"Arthropoda";
"Photis reinhardi";"Bottom Fauna";"Arthropoda";
"Phoxichilidium femoratum";"Bottom Fauna";"Arthropoda";
"Phoxocephalidae indet.";"Bottom Fauna";"Arthropoda";
"Phoxocephalus holboelli";"Bottom Fauna";"Arthropoda";
"Phthisica marina";"Bottom Fauna";"Arthropoda";
"Phthisica sp.";"Bottom Fauna";"Arthropoda";
"Pisidia longicornis";"Bottom Fauna";"Arthropoda";
"Plecoptera indet.";"Bottom Fauna";"Arthropoda";
"Pleurogonium rubicundum";"Bottom Fauna";"Arthropoda";
"Pleurogonium spinosissimum";"Bottom Fauna";"Arthropoda";
"PODOCERIDAE";"Bottom Fauna";"Arthropoda";
"Podoceropsis nitida";"Bottom Fauna";"Arthropoda";
"Polypedilum bicrenatum";"Bottom Fauna";"Arthropoda";
"Polypedilum breviantennatum gr.";"Bottom Fauna";"Arthropoda";
"Polypedilum laetum";"Bottom Fauna";"Arthropoda";
"Polypedilum nubeculosum";"Bottom Fauna";"Arthropoda";
"Polypedilum nubeculosum gr.";"Bottom Fauna";"Arthropoda";
"Polypedilum sp.";"Bottom Fauna";"Arthropoda";
"Pontocrates altamarinus";"Bottom Fauna";"Arthropoda";
"Pontocrates arenarius";"Bottom Fauna";"Arthropoda";
"Pontophilus bispinosus";"Bottom Fauna";"Arthropoda";
"Pontophilus spinosus";"Bottom Fauna";"Arthropoda";
"Pontophilus trispinosus";"Bottom Fauna";"Arthropoda";
"Pontoporeia affinis";"Bottom Fauna";"Arthropoda";
"Pontoporeia femorata";"Bottom Fauna";"Arthropoda";
"Pontoporeia sp.";"Bottom Fauna";"Arthropoda";
"Portunidae indet.";"Bottom Fauna";"Arthropoda";
"Potthastia gaedii";"Bottom Fauna";"Arthropoda";
"Potthastia longimana";"Bottom Fauna";"Arthropoda";
"Praunus flexuosus";"Bottom Fauna";"Arthropoda";
"Praunus inermis";"Bottom Fauna";"Arthropoda";
"Praunus neglecta";"Bottom Fauna";"Arthropoda";
"Praunus sp.";"Bottom Fauna";"Arthropoda";
"Processa canaliculata";"Bottom Fauna";"Arthropoda";
"Processa edulis";"Bottom Fauna";"Arthropoda";
"Processa sp.";"Bottom Fauna";"Arthropoda";
"Procladius sp.";"Bottom Fauna";"Arthropoda";
"Prodiamesa olivacea";"Bottom Fauna";"Arthropoda";
"Protomedeia fasciata";"Bottom Fauna";"Arthropoda";
"Psectrocladius sordidellus";"Bottom Fauna";"Arthropoda";
"Psectrocladius sp.";"Bottom Fauna";"Arthropoda";
"Pseudarachna hirsuta";"Bottom Fauna";"Arthropoda";
"Pseudione borealis";"Bottom Fauna";"Arthropoda";
